Time, Voltage, Temperature 
505530,0.9766812,51.69
505698,0.98151517,51.69
505875,0.98151517,51.75
506138,0.9831266,51.75
506308,0.9799039,51.75
506492,0.98715496,51.81
506665,0.9774868,51.81
506834,0.982320832,51.81
507006,0.98554352,51.81
507175,0.980709568,51.81
507354,0.9758755,51.81
507529,0.98393224,51.81
507703,0.980709568,51.81
507874,0.9831266,51.88
508046,0.98151517,51.88
508221,0.9734584,51.88
508398,0.98151517,51.88
508663,0.9758755,51.88
508839,0.982320832,51.88
509014,0.9766812,51.88
509188,0.9758755,51.88
509363,0.98151517,51.94
509551,0.9774868,51.94
509722,0.98151517,51.94
509892,0.9750698,51.94
510067,0.9726528,52.0
510235,0.9750698,52.0
510417,0.9718471,52.0
510595,0.9734584,52.0
510768,0.980709568,52.06
510947,0.9758755,52.06
511205,0.9718471,52.06
511378,0.98151517,52.06
511553,0.97829248,52.06
511732,0.9766812,52.06
511910,0.98151517,52.06
512090,0.97829248,52.12
512268,0.9766812,52.12
512439,0.97104148,52.12
512615,0.9758755,52.12
512789,0.9718471,52.19
512963,0.9718471,52.19
513142,0.97829248,52.19
513316,0.980709568,52.19
513489,0.9758755,52.25
513754,0.96943,52.25
513927,0.97104148,52.25
514100,0.9750698,52.25
514279,0.9702357,52.25
514462,0.97829248,52.25
514643,0.9686244,52.25
514812,0.9734584,52.31
514982,0.97104148,52.31
515155,0.96943,52.31
515332,0.9702357,52.31
515514,0.9734584,52.38
515688,0.9766812,52.38
515860,0.9742641,52.38
516048,0.9702357,52.38
516329,0.9766812,52.44
516500,0.9702357,52.44
516676,0.9718471,52.44
516845,0.97829248,52.44
517019,0.965401664,52.44
517203,0.96701304,52.44
517382,0.964596032,52.44
517574,0.9734584,52.44
517747,0.9766812,52.44
517929,0.9686244,52.44
518100,0.9718471,52.44
518276,0.96781868,52.44
518463,0.9750698,52.5
518643,0.9702357,52.5
518922,0.9702357,52.5
519101,0.9686244,52.5
519282,0.96701304,52.5
519465,0.97104148,52.5
519647,0.96701304,52.5
519829,0.965401664,52.5
520015,0.9742641,52.5
520188,0.96943,52.5
520369,0.964596032,52.5
520545,0.97104148,52.5
520726,0.9702357,52.5
520908,0.96781868,52.5
521091,0.9702357,52.5
521270,0.965401664,52.56
521535,0.9686244,52.56
521715,0.97104148,52.56
521899,0.96056768,52.56
522085,0.96781868,52.56
522266,0.96137332,52.56
522461,0.96217896,52.56
522646,0.96217896,52.56
522828,0.964596032,52.56
523011,0.9702357,52.56
523191,0.963790336,52.56
523377,0.963790336,52.56
523568,0.9662073,52.56
523754,0.96701304,52.56
523936,0.963790336,52.56
524206,0.95815052,52.62
524389,0.96701304,52.62
524578,0.9662073,52.62
524763,0.95815052,52.62
524944,0.963790336,52.62
525128,0.96217896,52.62
525313,0.964596032,52.62
525502,0.96056768,52.62
525695,0.96217896,52.62
525876,0.96217896,52.62
526056,0.96056768,52.62
526239,0.96781868,52.62
526419,0.95815052,52.62
526612,0.96217896,52.62
526887,0.9573449,52.62
527071,0.9662073,52.69
527255,0.96137332,52.69
527439,0.9573449,52.69
527620,0.96781868,52.69
527803,0.95895624,52.69
527990,0.9565393,52.69
528181,0.96056768,52.69
528368,0.96781868,52.69
528556,0.96056768,52.69
528742,0.9573449,52.69
528924,0.96137332,52.69
529110,0.959762,52.69
529292,0.96056768,52.75
529570,0.95895624,52.75
529754,0.9565393,52.75
529936,0.965401664,52.81
530175,0.9573449,52.81
530337,0.965401664,52.81
530511,0.96056768,52.81
530684,0.96217896,52.81
530859,0.95492784,52.81
531022,0.96217896,52.81
531187,0.96217896,52.81
531350,0.96056768,52.88
531518,0.9565393,52.88
531691,0.95895624,52.88
531862,0.9557336,52.88
532112,0.9533165,52.88
532291,0.9541222,52.88
532465,0.95815052,52.88
532634,0.9541222,52.88
532803,0.95492784,52.94
532965,0.96217896,52.94
533128,0.9565393,52.94
533297,0.9565393,52.94
533463,0.964596032,52.94
533645,0.963790336,52.94
533814,0.9517052,52.94
533989,0.9517052,52.94
534150,0.9573449,53.0
534316,0.9565393,53.0
534577,0.9573449,53.0
534745,0.9541222,53.0
534920,0.9525109,53.0
535088,0.9573449,53.0
535258,0.95895624,53.0
535430,0.96137332,53.0
535601,0.95815052,53.0
535773,0.96137332,53.0
535946,0.9508995,53.0
536110,0.9533165,53.0
536279,0.96217896,53.06
536444,0.9484825,53.06
536616,0.96137332,53.06
536793,0.9557336,53.06
537045,0.9500938,53.06
537212,0.9565393,53.06
537379,0.9500938,53.06
537546,0.9573449,53.06
537718,0.9541222,53.12
537890,0.95492784,53.12
538062,0.9508995,53.12
538245,0.9484825,53.12
538418,0.949288136,53.19
538589,0.9525109,53.19
538758,0.9541222,53.19
538926,0.9565393,53.19
539101,0.9500938,53.31
